"from","to","m","km","miles","seconds","minutes","hours","mode"
"Selangor - Cheras,Vista Mahkota","Kuala Lumpur City Centre",17649,17.649,10.9670886,1634,27.2333333333333,0.453888888888889,"driving"
"Selangor - Cheras,Vista Mahkota","Bukit Bintang, Kuala Lumpur",17472,17.472,10.8571008,1601,26.6833333333333,0.444722222222222,"driving"
"Selangor - Kajang,Palm Walk","Kuala Lumpur, TRX",22492,22.492,13.9765288,1977,32.95,0.549166666666667,"driving"
"Selangor - Kajang,Palm Walk","Kuala Lumpur City Centre",21914,21.914,13.6173596,1900,31.6666666666667,0.527777777777778,"driving"
"Selangor - Kajang,Palm Walk","Bukit Bintang, Kuala Lumpur",21737,21.737,13.5073718,1867,31.1166666666667,0.518611111111111,"driving"
"Selangor - Saujana Utama,Seri Pristana (Saujana Utama)","Kuala Lumpur, TRX",43525,43.525,27.046435,2830,47.1666666666667,0.786111111111111,"driving"
"Selangor - Saujana Utama,Seri Pristana (Saujana Utama)","Kuala Lumpur City Centre",41025,41.025,25.492935,2619,43.65,0.7275,"driving"
"Selangor - Saujana Utama,Seri Pristana (Saujana Utama)","Bukit Bintang, Kuala Lumpur",42771,42.771,26.5778994,2720,45.3333333333333,0.755555555555556,"driving"
"Selangor - Port Klang,Brilliant","Kuala Lumpur, TRX",46178,46.178,28.6950092,3119,51.9833333333333,0.866388888888889,"driving"
"Selangor - Port Klang,Brilliant","Kuala Lumpur City Centre",41006,41.006,25.4811284,2867,47.7833333333333,0.796388888888889,"driving"
"Selangor - Port Klang,Brilliant","Bukit Bintang, Kuala Lumpur",43034,43.034,26.7413276,3019,50.3166666666667,0.838611111111111,"driving"
"Selangor - Semenyih,Tiara South","Kuala Lumpur, TRX",38945,38.945,24.200423,2645,44.0833333333333,0.734722222222222,"driving"
"Selangor - Semenyih,Tiara South","Kuala Lumpur City Centre",38368,38.368,23.8418752,2569,42.8166666666667,0.713611111111111,"driving"
"Selangor - Semenyih,Tiara South","Bukit Bintang, Kuala Lumpur",38191,38.191,23.7318874,2535,42.25,0.704166666666667,"driving"
"Selangor - Bandar Utama,Pelangi Apartment (Bandar Utama)","Kuala Lumpur, TRX",18289,18.289,11.3647846,1446,24.1,0.401666666666667,"driving"
"Selangor - Bandar Utama,Pelangi Apartment (Bandar Utama)","Kuala Lumpur City Centre",15788,15.788,9.8106632,1235,20.5833333333333,0.343055555555556,"driving"
"Selangor - Bandar Utama,Pelangi Apartment (Bandar Utama)","Bukit Bintang, Kuala Lumpur",17535,17.535,10.896249,1337,22.2833333333333,0.371388888888889,"driving"
"Selangor - Shah Alam,Pangsapuri Seri Delima @ Subang Permata","Kuala Lumpur, TRX",33299,33.299,20.6919986,2321,38.6833333333333,0.644722222222222,"driving"
"Selangor - Shah Alam,Pangsapuri Seri Delima @ Subang Permata","Kuala Lumpur City Centre",28127,28.127,17.4781178,2069,34.4833333333333,0.574722222222222,"driving"
"Selangor - Shah Alam,Pangsapuri Seri Delima @ Subang Permata","Bukit Bintang, Kuala Lumpur",30155,30.155,18.738317,2222,37.0333333333333,0.617222222222222,"driving"
"Selangor - Sungai Buloh,Taman Sri Buloh","Kuala Lumpur, TRX",29029,29.029,18.0386206,2217,36.95,0.615833333333333,"driving"
"Selangor - Sungai Buloh,Taman Sri Buloh","Kuala Lumpur City Centre",26529,26.529,16.4851206,2006,33.4333333333333,0.557222222222222,"driving"
"Selangor - Sungai Buloh,Taman Sri Buloh","Bukit Bintang, Kuala Lumpur",28275,28.275,17.570085,2107,35.1166666666667,0.585277777777778,"driving"
"Selangor - Cyberjaya,Prima two cyberjaya","Kuala Lumpur, TRX",36336,36.336,22.5791904,2145,35.75,0.595833333333333,"driving"
"Selangor - Cyberjaya,Prima two cyberjaya","Kuala Lumpur City Centre",35782,35.782,22.2349348,2122,35.3666666666667,0.589444444444444,"driving"
"Selangor - Cyberjaya,Prima two cyberjaya","Bukit Bintang, Kuala Lumpur",35769,35.769,22.2268566,2135,35.5833333333333,0.593055555555556,"driving"
"Selangor - Shah Alam,Flat PKNS Seksyen 19","Kuala Lumpur, TRX",31392,31.392,19.5069888,2231,37.1833333333333,0.619722222222222,"driving"
"Selangor - Shah Alam,Flat PKNS Seksyen 19","Kuala Lumpur City Centre",26220,26.22,16.293108,1979,32.9833333333333,0.549722222222222,"driving"
"Selangor - Shah Alam,Flat PKNS Seksyen 19","Bukit Bintang, Kuala Lumpur",28248,28.248,17.5533072,2131,35.5166666666667,0.591944444444444,"driving"
"Selangor - Batu Caves,Pangsapuri Beringin (Gombak Permai)","Kuala Lumpur, TRX",16594,16.594,10.3115116,1610,26.8333333333333,0.447222222222222,"driving"
"Selangor - Batu Caves,Pangsapuri Beringin (Gombak Permai)","Kuala Lumpur City Centre",16401,16.401,10.1915814,1714,28.5666666666667,0.476111111111111,"driving"
"Selangor - Batu Caves,Pangsapuri Beringin (Gombak Permai)","Bukit Bintang, Kuala Lumpur",16413,16.413,10.1990382,1633,27.2166666666667,0.453611111111111,"driving"
"Selangor - Seri Kembangan,Taman Desa Serdang","Kuala Lumpur, TRX",21524,21.524,13.3750136,1513,25.2166666666667,0.420277777777778,"driving"
"Selangor - Seri Kembangan,Taman Desa Serdang","Kuala Lumpur City Centre",20034,20.034,12.4491276,1455,24.25,0.404166666666667,"driving"
"Selangor - Seri Kembangan,Taman Desa Serdang","Bukit Bintang, Kuala Lumpur",20957,20.957,13.0226798,1503,25.05,0.4175,"driving"
"Selangor - Rawang,Apartment Seri Tulip","Kuala Lumpur, TRX",46092,46.092,28.6415688,3133,52.2166666666667,0.870277777777778,"driving"
"Selangor - Rawang,Apartment Seri Tulip","Kuala Lumpur City Centre",42967,42.967,26.6996938,2960,49.3333333333333,0.822222222222222,"driving"
"Selangor - Rawang,Apartment Seri Tulip","Bukit Bintang, Kuala Lumpur",44902,44.902,27.9021028,3062,51.0333333333333,0.850555555555556,"driving"
"Selangor - Kota Damansara,[Fully Furnished] Carmila Apartment Kota Damansara","Kuala Lumpur, TRX",22772,22.772,14.1505208,1892,31.5333333333333,0.525555555555556,"driving"
"Selangor - Kota Damansara,[Fully Furnished] Carmila Apartment Kota Damansara","Kuala Lumpur City Centre",20272,20.272,12.5970208,1680,28,0.466666666666667,"driving"
"Selangor - Kota Damansara,[Fully Furnished] Carmila Apartment Kota Damansara","Bukit Bintang, Kuala Lumpur",22018,22.018,13.6819852,1782,29.7,0.495,"driving"
"Selangor - Semenyih,D'CAMELLIA APARTMENT","Kuala Lumpur, TRX",38757,38.757,24.0835998,2690,44.8333333333333,0.747222222222222,"driving"
"Selangor - Semenyih,D'CAMELLIA APARTMENT","Kuala Lumpur City Centre",38180,38.18,23.725052,2613,43.55,0.725833333333333,"driving"
"Selangor - Semenyih,D'CAMELLIA APARTMENT","Bukit Bintang, Kuala Lumpur",38003,38.003,23.6150642,2580,43,0.716666666666667,"driving"
"Selangor - Bukit Jelutong,delima apartment","Kuala Lumpur, TRX",30505,30.505,18.955807,2260,37.6666666666667,0.627777777777778,"driving"
"Selangor - Bukit Jelutong,delima apartment","Kuala Lumpur City Centre",25333,25.333,15.7419262,2008,33.4666666666667,0.557777777777778,"driving"
"Selangor - Bukit Jelutong,delima apartment","Bukit Bintang, Kuala Lumpur",27362,27.362,17.0027468,2160,36,0.6,"driving"
"Selangor - Puchong,Permai Villa","Kuala Lumpur, TRX",27088,27.088,16.8324832,1865,31.0833333333333,0.518055555555556,"driving"
"Selangor - Puchong,Permai Villa","Kuala Lumpur City Centre",23292,23.292,14.4736488,1870,31.1666666666667,0.519444444444444,"driving"
"Selangor - Puchong,Permai Villa","Bukit Bintang, Kuala Lumpur",26521,26.521,16.4801494,1855,30.9166666666667,0.515277777777778,"driving"
"Selangor - Cheras,Surian Tropika","Kuala Lumpur, TRX",20035,20.035,12.449749,1797,29.95,0.499166666666667,"driving"
"Selangor - Cheras,Surian Tropika","Kuala Lumpur City Centre",19458,19.458,12.0912012,1720,28.6666666666667,0.477777777777778,"driving"
"Selangor - Cheras,Surian Tropika","Bukit Bintang, Kuala Lumpur",19281,19.281,11.9812134,1687,28.1166666666667,0.468611111111111,"driving"
"Selangor - Shah Alam,Pangsapuri Randa","Kuala Lumpur, TRX",35969,35.969,22.3511366,2249,37.4833333333333,0.624722222222222,"driving"
"Selangor - Shah Alam,Pangsapuri Randa","Kuala Lumpur City Centre",32061,32.061,19.9227054,2194,36.5666666666667,0.609444444444444,"driving"
"Selangor - Shah Alam,Pangsapuri Randa","Bukit Bintang, Kuala Lumpur",35402,35.402,21.9988028,2239,37.3166666666667,0.621944444444444,"driving"
"Selangor - Shah Alam,Sri Mahligai","Kuala Lumpur, TRX",29969,29.969,18.6227366,2110,35.1666666666667,0.586111111111111,"driving"
"Selangor - Shah Alam,Sri Mahligai","Kuala Lumpur City Centre",24797,24.797,15.4088558,1858,30.9666666666667,0.516111111111111,"driving"
"Selangor - Shah Alam,Sri Mahligai","Bukit Bintang, Kuala Lumpur",26825,26.825,16.669055,2010,33.5,0.558333333333333,"driving"
"Selangor - Kajang,Taman Kajang Indah","Kuala Lumpur, TRX",24128,24.128,14.9931392,1980,33,0.55,"driving"
"Selangor - Kajang,Taman Kajang Indah","Kuala Lumpur City Centre",23551,23.551,14.6345914,1903,31.7166666666667,0.528611111111111,"driving"
"Selangor - Kajang,Taman Kajang Indah","Bukit Bintang, Kuala Lumpur",23374,23.374,14.5246036,1870,31.1666666666667,0.519444444444444,"driving"
"Selangor - Klang,Bandar Baru Klang","Kuala Lumpur, TRX",35859,35.859,22.2827826,2287,38.1166666666667,0.635277777777778,"driving"
"Selangor - Klang,Bandar Baru Klang","Kuala Lumpur City Centre",30687,30.687,19.0689018,2035,33.9166666666667,0.565277777777778,"driving"
"Selangor - Klang,Bandar Baru Klang","Bukit Bintang, Kuala Lumpur",32715,32.715,20.329101,2187,36.45,0.6075,"driving"
"Selangor - Balakong,Pangsapuri Seri Mas (Seri Kembangan)","Kuala Lumpur, TRX",22886,22.886,14.2213604,1660,27.6666666666667,0.461111111111111,"driving"
"Selangor - Balakong,Pangsapuri Seri Mas (Seri Kembangan)","Kuala Lumpur City Centre",22331,22.331,13.8764834,1637,27.2833333333333,0.454722222222222,"driving"
"Selangor - Balakong,Pangsapuri Seri Mas (Seri Kembangan)","Bukit Bintang, Kuala Lumpur",22319,22.319,13.8690266,1650,27.5,0.458333333333333,"driving"
"Selangor - Kota Damansara,Bayberry Serviced Residences","Kuala Lumpur, TRX",20981,20.981,13.0375934,1867,31.1166666666667,0.518611111111111,"driving"
"Selangor - Kota Damansara,Bayberry Serviced Residences","Kuala Lumpur City Centre",18480,18.48,11.483472,1655,27.5833333333333,0.459722222222222,"driving"
"Selangor - Kota Damansara,Bayberry Serviced Residences","Bukit Bintang, Kuala Lumpur",20226,20.226,12.5684364,1757,29.2833333333333,0.488055555555556,"driving"
"Selangor - Ampang,Tulip Apartment","Kuala Lumpur, TRX",7698,7.698,4.7835372,1009,16.8166666666667,0.280277777777778,"driving"
"Selangor - Ampang,Tulip Apartment","Kuala Lumpur City Centre",10109,10.109,6.2817326,970,16.1666666666667,0.269444444444444,"driving"
"Selangor - Ampang,Tulip Apartment","Bukit Bintang, Kuala Lumpur",7131,7.131,4.4312034,999,16.65,0.2775,"driving"
"Selangor - Puchong,Sri Anggerik 1","Kuala Lumpur, TRX",21815,21.815,13.555841,1446,24.1,0.401666666666667,"driving"
"Selangor - Puchong,Sri Anggerik 1","Kuala Lumpur City Centre",18020,18.02,11.197628,1452,24.2,0.403333333333333,"driving"
"Selangor - Puchong,Sri Anggerik 1","Bukit Bintang, Kuala Lumpur",21248,21.248,13.2035072,1437,23.95,0.399166666666667,"driving"
"Selangor - Cheras,Flat Desa Baiduri","Kuala Lumpur, TRX",18568,18.568,11.5381552,1753,29.2166666666667,0.486944444444444,"driving"
"Selangor - Cheras,Flat Desa Baiduri","Kuala Lumpur City Centre",15038,15.038,9.3446132,1696,28.2666666666667,0.471111111111111,"driving"
"Selangor - Cheras,Flat Desa Baiduri","Bukit Bintang, Kuala Lumpur",14861,14.861,9.2346254,1662,27.7,0.461666666666667,"driving"
"Selangor - Seri Kembangan,Serdang Perdana Shop Apartment","Kuala Lumpur, TRX",15861,15.861,9.8560254,1296,21.6,0.36,"driving"
"Selangor - Seri Kembangan,Serdang Perdana Shop Apartment","Kuala Lumpur City Centre",15309,15.309,9.5130126,1266,21.1,0.351666666666667,"driving"
"Selangor - Seri Kembangan,Serdang Perdana Shop Apartment","Bukit Bintang, Kuala Lumpur",15294,15.294,9.5036916,1287,21.45,0.3575,"driving"
"Selangor - Semenyih,Tiara East","Kuala Lumpur, TRX",36026,36.026,22.3865564,2773,46.2166666666667,0.770277777777778,"driving"
"Selangor - Semenyih,Tiara East","Kuala Lumpur City Centre",35449,35.449,22.0280086,2697,44.95,0.749166666666667,"driving"
"Selangor - Semenyih,Tiara East","Bukit Bintang, Kuala Lumpur",35272,35.272,21.9180208,2664,44.4,0.74,"driving"
"Selangor - Kajang,Pangsapuri Seri Suria (Sunway Semenyih)","Kuala Lumpur, TRX",34080,34.08,21.177312,2451,40.85,0.680833333333333,"driving"
"Selangor - Kajang,Pangsapuri Seri Suria (Sunway Semenyih)","Kuala Lumpur City Centre",33503,33.503,20.8187642,2374,39.5666666666667,0.659444444444444,"driving"
"Selangor - Kajang,Pangsapuri Seri Suria (Sunway Semenyih)","Bukit Bintang, Kuala Lumpur",33326,33.326,20.7087764,2341,39.0166666666667,0.650277777777778,"driving"
"Selangor - Kota Damansara,Gugusan Dedap","Kuala Lumpur, TRX",19551,19.551,12.1489914,1554,25.9,0.431666666666667,"driving"
"Selangor - Kota Damansara,Gugusan Dedap","Kuala Lumpur City Centre",17051,17.051,10.5954914,1343,22.3833333333333,0.373055555555556,"driving"
"Selangor - Kota Damansara,Gugusan Dedap","Bukit Bintang, Kuala Lumpur",18797,18.797,11.6804558,1445,24.0833333333333,0.401388888888889,"driving"
"Selangor - Ampang,15 Tingkat pangsapuri Pandan Cahaya","Kuala Lumpur, TRX",7230,7.23,4.492722,986,16.4333333333333,0.273888888888889,"driving"
"Selangor - Ampang,15 Tingkat pangsapuri Pandan Cahaya","Kuala Lumpur City Centre",11801,11.801,7.3331414,1067,17.7833333333333,0.296388888888889,"driving"
"Selangor - Ampang,15 Tingkat pangsapuri Pandan Cahaya","Bukit Bintang, Kuala Lumpur",6663,6.663,4.1403882,976,16.2666666666667,0.271111111111111,"driving"
"Selangor - Puchong,Pangsapuri Orchid","Kuala Lumpur, TRX",28718,28.718,17.8453652,2082,34.7,0.578333333333333,"driving"
"Selangor - Puchong,Pangsapuri Orchid","Kuala Lumpur City Centre",24923,24.923,15.4871522,2088,34.8,0.58,"driving"
"Selangor - Puchong,Pangsapuri Orchid","Bukit Bintang, Kuala Lumpur",28151,28.151,17.4930314,2073,34.55,0.575833333333333,"driving"
"Selangor - Balakong,Taman Setia Balakong","Kuala Lumpur, TRX",24199,24.199,15.0372586,1824,30.4,0.506666666666667,"driving"
"Selangor - Balakong,Taman Setia Balakong","Kuala Lumpur City Centre",22709,22.709,14.1113726,1766,29.4333333333333,0.490555555555556,"driving"
"Selangor - Balakong,Taman Setia Balakong","Bukit Bintang, Kuala Lumpur",23632,23.632,14.6849248,1815,30.25,0.504166666666667,"driving"
"Selangor - Petaling Jaya,Ehsan Ria","Kuala Lumpur, TRX",13943,13.943,8.6641802,1121,18.6833333333333,0.311388888888889,"driving"
"Selangor - Petaling Jaya,Ehsan Ria","Kuala Lumpur City Centre",8771,8.771,5.4502994,869,14.4833333333333,0.241388888888889,"driving"
"Selangor - Petaling Jaya,Ehsan Ria","Bukit Bintang, Kuala Lumpur",10799,10.799,6.7104986,1021,17.0166666666667,0.283611111111111,"driving"
"Selangor - Kota Kemuning,The Armanna","Kuala Lumpur, TRX",32973,32.973,20.4894222,2170,36.1666666666667,0.602777777777778,"driving"
"Selangor - Kota Kemuning,The Armanna","Kuala Lumpur City Centre",29066,29.066,18.0616124,2116,35.2666666666667,0.587777777777778,"driving"
"Selangor - Kota Kemuning,The Armanna","Bukit Bintang, Kuala Lumpur",32406,32.406,20.1370884,2161,36.0166666666667,0.600277777777778,"driving"
"Selangor - Kajang,Pangsapuri Saujana Permai 1","Kuala Lumpur, TRX",26375,26.375,16.389425,2134,35.5666666666667,0.592777777777778,"driving"
"Selangor - Kajang,Pangsapuri Saujana Permai 1","Kuala Lumpur City Centre",25797,25.797,16.0302558,2057,34.2833333333333,0.571388888888889,"driving"
"Selangor - Kajang,Pangsapuri Saujana Permai 1","Bukit Bintang, Kuala Lumpur",25620,25.62,15.920268,2024,33.7333333333333,0.562222222222222,"driving"
"Selangor - Batu Caves,Taman Seri Murni Fasa 2 (Batu Caves)","Kuala Lumpur, TRX",18623,18.623,11.5723322,1507,25.1166666666667,0.418611111111111,"driving"
"Selangor - Batu Caves,Taman Seri Murni Fasa 2 (Batu Caves)","Kuala Lumpur City Centre",15498,15.498,9.6304572,1335,22.25,0.370833333333333,"driving"
"Selangor - Batu Caves,Taman Seri Murni Fasa 2 (Batu Caves)","Bukit Bintang, Kuala Lumpur",17433,17.433,10.8328662,1436,23.9333333333333,0.398888888888889,"driving"
"Selangor - Shah Alam,Flat Pkns Shah Alam Seksyen 18","Kuala Lumpur, TRX",31430,31.43,19.530602,2305,38.4166666666667,0.640277777777778,"driving"
"Selangor - Shah Alam,Flat Pkns Shah Alam Seksyen 18","Kuala Lumpur City Centre",26258,26.258,16.3167212,2053,34.2166666666667,0.570277777777778,"driving"
"Selangor - Shah Alam,Flat Pkns Shah Alam Seksyen 18","Bukit Bintang, Kuala Lumpur",28286,28.286,17.5769204,2205,36.75,0.6125,"driving"
"Selangor - Cyberjaya,Cybersquare Soho","Kuala Lumpur, TRX",33311,33.311,20.6994554,1916,31.9333333333333,0.532222222222222,"driving"
"Selangor - Cyberjaya,Cybersquare Soho","Kuala Lumpur City Centre",32756,32.756,20.3545784,1893,31.55,0.525833333333333,"driving"
"Selangor - Cyberjaya,Cybersquare Soho","Bukit Bintang, Kuala Lumpur",32744,32.744,20.3471216,1906,31.7666666666667,0.529444444444444,"driving"
"Selangor - Kajang,Idaman Abadi","Kuala Lumpur, TRX",33362,33.362,20.7311468,2553,42.55,0.709166666666667,"driving"
"Selangor - Kajang,Idaman Abadi","Kuala Lumpur City Centre",32784,32.784,20.3719776,2476,41.2666666666667,0.687777777777778,"driving"
"Selangor - Kajang,Idaman Abadi","Bukit Bintang, Kuala Lumpur",32607,32.607,20.2619898,2443,40.7166666666667,0.678611111111111,"driving"
"Selangor - Puchong,Pangsapuri Seri Meranti","Kuala Lumpur, TRX",29184,29.184,18.1349376,2044,34.0666666666667,0.567777777777778,"driving"
"Selangor - Puchong,Pangsapuri Seri Meranti","Kuala Lumpur City Centre",25388,25.388,15.7761032,2050,34.1666666666667,0.569444444444444,"driving"
"Selangor - Puchong,Pangsapuri Seri Meranti","Bukit Bintang, Kuala Lumpur",28617,28.617,17.7826038,2035,33.9166666666667,0.565277777777778,"driving"
"Selangor - Bandar Utama,","Kuala Lumpur, TRX",21880,21.88,13.596232,1594,26.5666666666667,0.442777777777778,"driving"
"Selangor - Bandar Utama,","Kuala Lumpur City Centre",16681,16.681,10.3655734,1358,22.6333333333333,0.377222222222222,"driving"
"Selangor - Bandar Utama,","Bukit Bintang, Kuala Lumpur",17732,17.732,11.0186648,1459,24.3166666666667,0.405277777777778,"driving"
"Selangor - Puchong,Jasmine Court","Kuala Lumpur, TRX",19826,19.826,12.3198764,1555,25.9166666666667,0.431944444444444,"driving"
"Selangor - Puchong,Jasmine Court","Kuala Lumpur City Centre",14588,14.588,9.0649832,1626,27.1,0.451666666666667,"driving"
"Selangor - Puchong,Jasmine Court","Bukit Bintang, Kuala Lumpur",19259,19.259,11.9675426,1546,25.7666666666667,0.429444444444444,"driving"
"Selangor - 389,Aseana Puteri","Kuala Lumpur, TRX",26678,26.678,16.5777092,1784,29.7333333333333,0.495555555555556,"driving"
"Selangor - 389,Aseana Puteri","Kuala Lumpur City Centre",22882,22.882,14.2188748,1789,29.8166666666667,0.496944444444444,"driving"
"Selangor - 389,Aseana Puteri","Bukit Bintang, Kuala Lumpur",26111,26.111,16.2253754,1774,29.5666666666667,0.492777777777778,"driving"
"Selangor - Bandar Saujana Putra,Townhouse at Bandar Saujan Putra","Kuala Lumpur, TRX",37487,37.487,23.2944218,2448,40.8,0.68,"driving"
"Selangor - Bandar Saujana Putra,Townhouse at Bandar Saujan Putra","Kuala Lumpur City Centre",36932,36.932,22.9495448,2425,40.4166666666667,0.673611111111111,"driving"
"Selangor - Bandar Saujana Putra,Townhouse at Bandar Saujan Putra","Bukit Bintang, Kuala Lumpur",36920,36.92,22.942088,2438,40.6333333333333,0.677222222222222,"driving"
"Selangor - Ampang,Tiara Duta","Kuala Lumpur, TRX",7548,7.548,4.6903272,1006,16.7666666666667,0.279444444444444,"driving"
"Selangor - Ampang,Tiara Duta","Kuala Lumpur City Centre",12119,12.119,7.5307466,1087,18.1166666666667,0.301944444444444,"driving"
"Selangor - Ampang,Tiara Duta","Bukit Bintang, Kuala Lumpur",6981,6.981,4.3379934,996,16.6,0.276666666666667,"driving"
